date,segment,exchange,symbol,scrip_name,holding_quantity,avg_price,holding_amount,open_price,open_amount,high_price,high_amount,low_price,low_amount,close_price,close_amount
2022-10-29,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,404.99,4049.9,408.72,4087.2,403.6,4036.0,407.33,4073.3
2022-10-29,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,380.85,5712.75,384.23,5763.45,380.45,5706.75,381.64,5724.6
2022-10-29,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,65.25,6525.0,65.7,6570.0,62.3,6230.0,62.6,6260.0
2022-10-30,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,672.0,40992.0,694.0,42334.0,664.05,40507.05,671.05,40934.05
2022-10-30,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.27,51.24,4.3,51.6,4.19,50.28,4.22,50.64
2022-10-30,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,404.99,4049.9,408.72,4087.2,403.6,4036.0,407.33,4073.3
2022-10-30,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,380.85,5712.75,384.23,5763.45,380.45,5706.75,381.64,5724.6
2022-10-30,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,65.25,6525.0,65.7,6570.0,62.3,6230.0,62.6,6260.0
2022-10-31,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,672.0,40992.0,694.0,42334.0,664.05,40507.05,671.05,40934.05
2022-10-31,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.27,51.24,4.3,51.6,4.19,50.28,4.22,50.64
2022-10-31,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,404.99,4049.9,408.72,4087.2,403.6,4036.0,407.33,4073.3
2022-10-31,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,380.85,5712.75,384.23,5763.45,380.45,5706.75,381.64,5724.6
2022-10-31,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,65.25,6525.0,65.7,6570.0,62.3,6230.0,62.6,6260.0
2022-11-01,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,678.7,41400.7,724.3,44182.3,672.15,41001.15,716.45,43703.45
2022-11-01,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.19,50.28,4.23,50.76,4.17,50.04,4.2,50.4
2022-11-01,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,411.45,4114.5,419.85,4198.5,410.31,4103.1,418.91,4189.1
2022-11-01,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,386.22,5793.3,391.4,5871.0,384.88,5773.2,390.65,5859.75
2022-11-01,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,63.5,6350.0,63.75,6375.0,62.7,6270.0,63.5,6350.0
2022-11-02,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,722.4,44066.4,730.0,44530.0,696.0,42456.0,698.75,42623.75
2022-11-02,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.2,50.4,4.23,50.76,4.06,48.72,4.11,49.32
2022-11-02,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,418.91,4189.1,422.38,4223.8,417.41,4174.1,419.5,4195.0
2022-11-02,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,391.1,5866.5,393.04,5895.6,388.81,5832.15,392.1,5881.5
2022-11-02,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,63.75,6375.0,64.7,6470.0,62.7,6270.0,63.0,6300.0
2022-11-03,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,692.95,42269.95,708.7,43230.7,678.65,41397.65,682.3,41620.3
2022-11-03,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.1,49.2,4.2,50.4,4.07,48.84,4.11,49.32
2022-11-03,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,415.97,4159.7,420.6,4206.0,411.9,4119.0,413.69,4136.9
2022-11-03,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,388.71,5830.65,392.0,5880.0,383.83,5757.45,386.87,5803.05
2022-11-03,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,62.8,6280.0,62.8,6280.0,62.0,6200.0,62.2,6220.0
2022-11-04,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,672.3,41010.3,693.8,42321.8,667.0,40687.0,684.55,41757.55
2022-11-04,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.07,48.84,4.18,50.16,4.07,48.84,4.11,49.32
2022-11-04,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,413.69,4136.9,423.38,4233.8,413.69,4136.9,422.73,4227.3
2022-11-04,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,384.68,5770.2,390.55,5858.25,383.93,5758.95,388.86,5832.9
2022-11-04,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,62.75,6275.0,63.65,6365.0,62.45,6245.0,63.0,6300.0
2022-11-05,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,672.3,41010.3,693.8,42321.8,667.0,40687.0,684.55,41757.55
2022-11-05,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.07,48.84,4.18,50.16,4.07,48.84,4.11,49.32
2022-11-05,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,413.69,4136.9,423.38,4233.8,413.69,4136.9,422.73,4227.3
2022-11-05,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,384.68,5770.2,390.55,5858.25,383.93,5758.95,388.86,5832.9
2022-11-05,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,62.75,6275.0,63.65,6365.0,62.45,6245.0,63.0,6300.0
2022-11-06,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,672.3,41010.3,693.8,42321.8,667.0,40687.0,684.55,41757.55
2022-11-06,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.07,48.84,4.18,50.16,4.07,48.84,4.11,49.32
2022-11-06,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,413.69,4136.9,423.38,4233.8,413.69,4136.9,422.73,4227.3
2022-11-06,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,384.68,5770.2,390.55,5858.25,383.93,5758.95,388.86,5832.9
2022-11-06,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,62.75,6275.0,63.65,6365.0,62.45,6245.0,63.0,6300.0
2022-11-07,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,687.9,41961.9,694.0,42334.0,680.5,41510.5,684.0,41724.0
2022-11-07,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.12,49.44,4.31,51.72,4.12,49.44,4.31,51.72
2022-11-07,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,424.62,4246.2,434.76,4347.6,424.62,4246.2,432.22,4322.2
2022-11-07,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,390.2,5853.0,392.94,5894.1,385.87,5788.05,389.66,5844.9
2022-11-07,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,63.85,6385.0,65.45,6545.0,63.25,6325.0,65.1,6510.0
2022-11-08,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,687.9,41961.9,694.0,42334.0,680.5,41510.5,684.0,41724.0
2022-11-08,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.12,49.44,4.31,51.72,4.12,49.44,4.31,51.72
2022-11-08,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,424.62,4246.2,434.76,4347.6,424.62,4246.2,432.22,4322.2
2022-11-08,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,390.2,5853.0,392.94,5894.1,385.87,5788.05,389.66,5844.9
2022-11-08,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,63.85,6385.0,65.45,6545.0,63.25,6325.0,65.1,6510.0
2022-11-09,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,690.0,42090.0,703.4,42907.4,683.8,41711.8,688.7,42010.7
2022-11-09,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.33,51.96,4.37,52.44,4.21,50.52,4.23,50.76
2022-11-09,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,434.51,4345.1,438.38,4383.8,429.34,4293.4,430.33,4303.3
2022-11-09,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,391.2,5868.0,392.2,5883.0,387.62,5814.3,389.16,5837.4
2022-11-09,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,65.45,6545.0,67.5,6750.0,65.0,6500.0,65.3,6530.0
2022-11-10,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,684.0,41724.0,688.2,41980.2,677.0,41297.0,679.75,41464.75
2022-11-10,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.22,50.64,4.26,51.12,4.11,49.32,4.15,49.8
2022-11-10,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,415.58,4155.8,417.51,4175.1,406.78,4067.8,409.66,4096.6
2022-11-10,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,385.77,5786.55,389.41,5841.15,385.23,5778.45,387.07,5806.05
2022-11-10,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,65.5,6550.0,65.95,6595.0,63.15,6315.0,63.95,6395.0
2022-11-11,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,688.7,42010.7,690.55,42123.55,671.15,40940.15,675.3,41193.3
2022-11-11,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.21,50.52,4.24,50.88,4.15,49.8,4.18,50.16
2022-11-11,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,415.48,4154.8,422.78,4227.8,412.15,4121.5,420.94,4209.4
2022-11-11,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,394.04,5910.6,403.94,6059.1,394.04,5910.6,397.92,5968.8
2022-11-11,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,66.0,6600.0,73.55,7355.0,65.5,6550.0,72.8,7280.0
2022-11-12,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,688.7,42010.7,690.55,42123.55,671.15,40940.15,675.3,41193.3
2022-11-12,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.21,50.52,4.24,50.88,4.15,49.8,4.18,50.16
2022-11-12,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,415.48,4154.8,422.78,4227.8,412.15,4121.5,420.94,4209.4
2022-11-12,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,394.04,5910.6,403.94,6059.1,394.04,5910.6,397.92,5968.8
2022-11-12,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,66.0,6600.0,73.55,7355.0,65.5,6550.0,72.8,7280.0
2022-11-13,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,688.7,42010.7,690.55,42123.55,671.15,40940.15,675.3,41193.3
2022-11-13,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.21,50.52,4.24,50.88,4.15,49.8,4.18,50.16
2022-11-13,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,415.48,4154.8,422.78,4227.8,412.15,4121.5,420.94,4209.4
2022-11-13,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,394.04,5910.6,403.94,6059.1,394.04,5910.6,397.92,5968.8
2022-11-13,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,66.0,6600.0,73.55,7355.0,65.5,6550.0,72.8,7280.0
2022-11-14,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,671.2,40943.2,678.4,41382.4,665.0,40565.0,667.75,40732.75
2022-11-14,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.18,50.16,4.24,50.88,4.14,49.68,4.16,49.92
2022-11-14,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,420.74,4207.4,434.91,4349.1,420.74,4207.4,430.93,4309.3
2022-11-14,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,400.16,6002.4,400.46,6006.9,393.79,5906.85,394.73,5920.95
2022-11-14,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,74.3,7430.0,75.45,7545.0,69.05,6905.0,69.6,6960.0
2022-11-15,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,669.2,40821.2,674.0,41114.0,665.0,40565.0,668.05,40751.05
2022-11-15,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.16,49.92,4.24,50.88,4.12,49.44,4.13,49.56
2022-11-15,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,432.32,4323.2,435.8,4358.0,431.58,4315.8,434.36,4343.6
2022-11-15,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,394.78,5921.7,397.62,5964.3,392.29,5884.35,395.33,5929.95
2022-11-15,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,69.6,6960.0,71.15,7115.0,69.1,6910.0,69.95,6995.0
2022-11-16,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,670.2,40882.2,672.85,41043.85,651.0,39711.0,653.1,39839.1
2022-11-16,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.14,49.68,4.25,51.0,4.11,49.32,4.13,49.56
2022-11-16,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,435.2,4352.0,435.55,4355.5,426.86,4268.6,428.74,4287.4
2022-11-16,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,396.18,5942.7,399.76,5996.4,394.43,5916.45,396.33,5944.95
2022-11-16,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,69.95,6995.0,70.5,7050.0,67.7,6770.0,68.7,6870.0
2022-11-17,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,653.0,39833.0,658.3,40156.3,645.05,39348.05,647.55,39500.55
2022-11-17,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.12,49.44,4.15,49.8,4.06,48.72,4.09,49.08
2022-11-17,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,418.61,4186.1,424.87,4248.7,417.12,4171.2,421.09,4210.9
2022-11-17,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,396.33,5944.95,396.33,5944.95,393.19,5897.85,394.88,5923.2
2022-11-17,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,68.4,6840.0,69.8,6980.0,67.5,6750.0,67.7,6770.0
2022-11-18,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,650.0,39650.0,652.75,39817.75,635.0,38735.0,636.6,38832.6
2022-11-18,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.09,49.08,4.1,49.2,4.01,48.12,4.06,48.72
2022-11-18,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,420.94,4209.4,423.78,4237.8,418.51,4185.1,420.94,4209.4
2022-11-18,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,395.18,5927.7,396.97,5954.55,391.0,5865.0,392.2,5883.0
2022-11-18,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,68.15,6815.0,69.35,6935.0,66.9,6690.0,67.15,6715.0
2022-11-19,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,650.0,39650.0,652.75,39817.75,635.0,38735.0,636.6,38832.6
2022-11-19,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.09,49.08,4.1,49.2,4.01,48.12,4.06,48.72
2022-11-19,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,420.94,4209.4,423.78,4237.8,418.51,4185.1,420.94,4209.4
2022-11-19,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,395.18,5927.7,396.97,5954.55,391.0,5865.0,392.2,5883.0
2022-11-19,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,68.15,6815.0,69.35,6935.0,66.9,6690.0,67.15,6715.0
2022-11-20,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,650.0,39650.0,652.75,39817.75,635.0,38735.0,636.6,38832.6
2022-11-20,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.09,49.08,4.1,49.2,4.01,48.12,4.06,48.72
2022-11-20,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,420.94,4209.4,423.78,4237.8,418.51,4185.1,420.94,4209.4
2022-11-20,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,395.18,5927.7,396.97,5954.55,391.0,5865.0,392.2,5883.0
2022-11-20,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,68.15,6815.0,69.35,6935.0,66.9,6690.0,67.15,6715.0
2022-11-21,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,633.8,38661.8,635.6,38771.6,620.0,37820.0,621.2,37893.2
2022-11-21,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.02,48.24,4.1,49.2,4.0,48.0,4.06,48.72
2022-11-21,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,423.68,4236.8,424.87,4248.7,417.41,4174.1,418.46,4184.6
2022-11-21,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,391.25,5868.75,392.2,5883.0,385.82,5787.3,386.72,5800.8
2022-11-21,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,66.4,6640.0,66.4,6640.0,63.8,6380.0,64.3,6430.0
2022-11-22,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,622.9,37996.9,642.95,39219.95,615.05,37518.05,637.25,38872.25
2022-11-22,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.06,48.72,4.2,50.4,4.05,48.6,4.17,50.04
2022-11-22,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,419.2,4192.0,423.73,4237.3,418.46,4184.6,422.04,4220.4
2022-11-22,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,386.72,5800.8,387.37,5810.55,382.99,5744.85,387.07,5806.05
2022-11-22,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.9,6490.0,64.9,6490.0,63.3,6330.0,63.95,6395.0
2022-11-23,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,642.9,39216.9,648.0,39528.0,634.0,38674.0,640.55,39073.55
2022-11-23,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.21,50.52,4.22,50.64,4.13,49.56,4.15,49.8
2022-11-23,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,423.48,4234.8,426.61,4266.1,420.4,4204.0,421.54,4215.4
2022-11-23,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,388.46,5826.9,391.05,5865.75,386.22,5793.3,386.82,5802.3
2022-11-23,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,63.5,6350.0,64.3,6430.0,61.4,6140.0,61.75,6175.0
2022-11-24,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,640.6,39076.6,643.85,39274.85,631.2,38503.2,632.45,38579.45
2022-11-24,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.14,49.68,4.18,50.16,4.1,49.2,4.11,49.32
2022-11-24,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,420.99,4209.9,422.68,4226.8,418.06,4180.6,420.74,4207.4
2022-11-24,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,387.42,5811.3,397.77,5966.55,387.37,5810.55,396.23,5943.45
2022-11-24,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,62.3,6230.0,64.1,6410.0,62.05,6205.0,63.2,6320.0
2022-11-25,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,633.0,38613.0,642.0,39162.0,630.1,38436.1,631.5,38521.5
2022-11-25,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.14,49.68,4.26,51.12,4.13,49.56,4.17,50.04
2022-11-25,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,421.64,4216.4,432.72,4327.2,421.64,4216.4,430.58,4305.8
2022-11-25,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,395.23,5928.45,402.35,6035.25,394.19,5912.85,400.81,6012.15
2022-11-25,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.0,6400.0,64.9,6490.0,63.05,6305.0,64.0,6400.0
2022-11-26,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,633.0,38613.0,642.0,39162.0,630.1,38436.1,631.5,38521.5
2022-11-26,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.14,49.68,4.26,51.12,4.13,49.56,4.17,50.04
2022-11-26,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,421.64,4216.4,432.72,4327.2,421.64,4216.4,430.58,4305.8
2022-11-26,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,395.23,5928.45,402.35,6035.25,394.19,5912.85,400.81,6012.15
2022-11-26,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.0,6400.0,64.9,6490.0,63.05,6305.0,64.0,6400.0
2022-11-27,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,633.0,38613.0,642.0,39162.0,630.1,38436.1,631.5,38521.5
2022-11-27,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.14,49.68,4.26,51.12,4.13,49.56,4.17,50.04
2022-11-27,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,421.64,4216.4,432.72,4327.2,421.64,4216.4,430.58,4305.8
2022-11-27,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,395.23,5928.45,402.35,6035.25,394.19,5912.85,400.81,6012.15
2022-11-27,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.0,6400.0,64.9,6490.0,63.05,6305.0,64.0,6400.0
2022-11-28,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,631.0,38491.0,641.0,39101.0,628.05,38311.05,630.6,38466.6
2022-11-28,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.17,50.04,4.26,51.12,4.15,49.8,4.19,50.28
2022-11-28,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,431.78,4317.8,437.29,4372.9,429.74,4297.4,430.53,4305.3
2022-11-28,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,400.36,6005.4,407.57,6113.55,400.16,6002.4,403.84,6057.6
2022-11-28,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.25,6425.0,65.3,6530.0,63.8,6380.0,64.4,6440.0
2022-11-29,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,630.0,38430.0,635.0,38735.0,620.0,37820.0,622.75,37987.75
2022-11-29,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.17,50.04,4.3,51.6,4.16,49.92,4.18,50.16
2022-11-29,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,430.24,4302.4,435.15,4351.5,426.91,4269.1,430.38,4303.8
2022-11-29,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,401.7,6025.5,406.98,6104.7,400.95,6014.25,403.34,6050.1
2022-11-29,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.4,6440.0,64.9,6490.0,63.0,6300.0,63.55,6355.0
2022-11-30,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,630.0,38430.0,635.0,38735.0,620.0,37820.0,622.75,37987.75
2022-11-30,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.17,50.04,4.3,51.6,4.16,49.92,4.18,50.16
2022-11-30,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,430.24,4302.4,435.15,4351.5,426.91,4269.1,430.38,4303.8
2022-11-30,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,401.7,6025.5,406.98,6104.7,400.95,6014.25,403.34,6050.1
2022-11-30,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,64.4,6440.0,64.9,6490.0,63.0,6300.0,63.55,6355.0
2022-12-01,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,636.0,38796.0,668.4,40772.4,633.5,38643.5,647.4,39491.4
2022-12-01,EQ,NSE,RTNPOWER,RATTANINDIA POWER LIMITED,12.0,7.7,92.4,4.16,49.92,4.35,52.2,4.16,49.92,4.3,51.6
2022-12-01,EQ,NSE,TATAMOTORS,TATA MOTORS,10.0,482.45,4824.5,439.58,4395.8,440.67,4406.7,434.11,4341.1,435.6,4356.0
2022-12-01,EQ,NSE,WIPRO,WIPRO LTD.,15.0,542.67,8140.0,410.11,6151.65,414.44,6216.6,409.76,6146.4,411.71,6175.65
2022-12-01,EQ,NSE,ZOMATO,ZOMATO LIMITED,100.0,94.71,9471.45,66.5,6650.0,67.15,6715.0,65.4,6540.0,66.65,6665.0
2022-12-02,EQ,NSE,AWL,ADANI WILMAR LIMITED,61.0,230.0,14030.0,649.9,39643.9,653.65,39872.65,639.0,38979.0,641.4,39125.4
